pocet,rok,obec,okres
762,1921,Pětipsy,Chomutov
711,1930,Pětipsy,Chomutov
394,1950,Pětipsy,Chomutov
447,1961,Pětipsy,Chomutov
289,1970,Pětipsy,Chomutov
212,1980,Pětipsy,Chomutov
180,1991,Pětipsy,Chomutov
191,2001,Pětipsy,Chomutov
202,2011,Pětipsy,Chomutov
384,1869,Pěčice,Mladá Boleslav
401,1880,Pěčice,Mladá Boleslav
444,1890,Pěčice,Mladá Boleslav
468,1900,Pěčice,Mladá Boleslav
425,1910,Pěčice,Mladá Boleslav
463,1921,Pěčice,Mladá Boleslav
443,1930,Pěčice,Mladá Boleslav
334,1950,Pěčice,Mladá Boleslav
323,1961,Pěčice,Mladá Boleslav
267,1970,Pěčice,Mladá Boleslav
209,1980,Pěčice,Mladá Boleslav
151,1991,Pěčice,Mladá Boleslav
141,2001,Pěčice,Mladá Boleslav
163,2011,Pěčice,Mladá Boleslav
156,1869,Pěčnov,Prachatice
137,1880,Pěčnov,Prachatice
159,1890,Pěčnov,Prachatice
157,1900,Pěčnov,Prachatice
153,1910,Pěčnov,Prachatice
149,1921,Pěčnov,Prachatice
139,1930,Pěčnov,Prachatice
99,1950,Pěčnov,Prachatice
104,1961,Pěčnov,Prachatice
80,1970,Pěčnov,Prachatice
47,1980,Pěčnov,Prachatice
43,1991,Pěčnov,Prachatice
53,2001,Pěčnov,Prachatice
129,2011,Pěčnov,Prachatice
1193,1869,Pěčín,Rychnov nad Kněžnou
1177,1880,Pěčín,Rychnov nad Kněžnou
1240,1890,Pěčín,Rychnov nad Kněžnou
1152,1900,Pěčín,Rychnov nad Kněžnou
1108,1910,Pěčín,Rychnov nad Kněžnou
1050,1921,Pěčín,Rychnov nad Kněžnou
891,1930,Pěčín,Rychnov nad Kněžnou
683,1950,Pěčín,Rychnov nad Kněžnou
649,1961,Pěčín,Rychnov nad Kněžnou
563,1970,Pěčín,Rychnov nad Kněžnou
530,1980,Pěčín,Rychnov nad Kněžnou
479,1991,Pěčín,Rychnov nad Kněžnou
490,2001,Pěčín,Rychnov nad Kněžnou
539,2011,Pěčín,Rychnov nad Kněžnou
721,1869,Pňov-Předhradí,Kolín
864,1880,Pňov-Předhradí,Kolín
954,1890,Pňov-Předhradí,Kolín
963,1900,Pňov-Předhradí,Kolín
981,1910,Pňov-Předhradí,Kolín
1004,1921,Pňov-Předhradí,Kolín
923,1930,Pňov-Předhradí,Kolín
799,1950,Pňov-Předhradí,Kolín
797,1961,Pňov-Předhradí,Kolín
723,1970,Pňov-Předhradí,Kolín
672,1980,Pňov-Předhradí,Kolín
581,1991,Pňov-Předhradí,Kolín
535,2001,Pňov-Předhradí,Kolín
525,2011,Pňov-Předhradí,Kolín
803,1869,Pňovany,Plzeň-sever
797,1880,Pňovany,Plzeň-sever
868,1890,Pňovany,Plzeň-sever
889,1900,Pňovany,Plzeň-sever
958,1910,Pňovany,Plzeň-sever
974,1921,Pňovany,Plzeň-sever
1036,1930,Pňovany,Plzeň-sever
642,1950,Pňovany,Plzeň-sever
627,1961,Pňovany,Plzeň-sever
599,1970,Pňovany,Plzeň-sever
519,1980,Pňovany,Plzeň-sever
406,1991,Pňovany,Plzeň-sever
358,2001,Pňovany,Plzeň-sever
416,2011,Pňovany,Plzeň-sever
811,1869,Pňovice,Olomouc
810,1880,Pňovice,Olomouc
834,1890,Pňovice,Olomouc
822,1900,Pňovice,Olomouc
825,1910,Pňovice,Olomouc
883,1921,Pňovice,Olomouc
872,1930,Pňovice,Olomouc
779,1950,Pňovice,Olomouc
837,1961,Pňovice,Olomouc
867,1970,Pňovice,Olomouc
809,1980,Pňovice,Olomouc
875,1991,Pňovice,Olomouc
827,2001,Pňovice,Olomouc
868,2011,Pňovice,Olomouc
470,1869,Přeborov,Písek
470,1880,Přeborov,Písek
380,1890,Přeborov,Písek
345,1900,Přeborov,Písek
318,1910,Přeborov,Písek
347,1921,Přeborov,Písek
347,1930,Přeborov,Písek
268,1950,Přeborov,Písek
236,1961,Přeborov,Písek
194,1970,Přeborov,Písek
165,1980,Přeborov,Písek
147,1991,Přeborov,Písek
143,2001,Přeborov,Písek
131,2011,Přeborov,Písek
2894,1869,Přebuz,Sokolov
2850,1880,Přebuz,Sokolov
2982,1890,Přebuz,Sokolov
3104,1900,Přebuz,Sokolov
3264,1910,Přebuz,Sokolov
2837,1921,Přebuz,Sokolov
2771,1930,Přebuz,Sokolov
163,1950,Přebuz,Sokolov
202,1961,Přebuz,Sokolov
115,1970,Přebuz,Sokolov
100,1980,Přebuz,Sokolov
56,1991,Přebuz,Sokolov
73,2001,Přebuz,Sokolov
74,2011,Přebuz,Sokolov
237,1869,Přechovice,Strakonice
235,1880,Přechovice,Strakonice
246,1890,Přechovice,Strakonice
241,1900,Přechovice,Strakonice
252,1910,Přechovice,Strakonice
240,1921,Přechovice,Strakonice
222,1930,Přechovice,Strakonice
177,1950,Přechovice,Strakonice
157,1961,Přechovice,Strakonice
113,1970,Přechovice,Strakonice
110,1980,Přechovice,Strakonice
116,1991,Přechovice,Strakonice
104,2001,Přechovice,Strakonice
106,2011,Přechovice,Strakonice
174,1869,Přeckov,Třebíč
172,1880,Přeckov,Třebíč
174,1890,Přeckov,Třebíč
149,1900,Přeckov,Třebíč
146,1910,Přeckov,Třebíč
140,1921,Přeckov,Třebíč
152,1930,Přeckov,Třebíč
125,1950,Přeckov,Třebíč
127,1961,Přeckov,Třebíč
130,1970,Přeckov,Třebíč
85,1980,Přeckov,Třebíč
72,1991,Přeckov,Třebíč
64,2001,Přeckov,Třebíč
76,2011,Přeckov,Třebíč
320,1869,Předboj,Praha-východ
314,1880,Předboj,Praha-východ
334,1890,Předboj,Praha-východ
348,1900,Předboj,Praha-východ
409,1910,Předboj,Praha-východ
420,1921,Předboj,Praha-východ
422,1930,Předboj,Praha-východ
432,1950,Předboj,Praha-východ
432,1961,Předboj,Praha-východ
392,1970,Předboj,Praha-východ
349,1980,Předboj,Praha-východ
313,1991,Předboj,Praha-východ
279,2001,Předboj,Praha-východ
633,2011,Předboj,Praha-východ
260,1869,Předenice,Plzeň-jih
290,1880,Předenice,Plzeň-jih
296,1890,Předenice,Plzeň-jih
295,1900,Předenice,Plzeň-jih
303,1910,Předenice,Plzeň-jih
292,1921,Předenice,Plzeň-jih
298,1930,Předenice,Plzeň-jih
248,1950,Předenice,Plzeň-jih
250,1961,Předenice,Plzeň-jih
199,1970,Předenice,Plzeň-jih
190,1980,Předenice,Plzeň-jih
168,1991,Předenice,Plzeň-jih
167,2001,Předenice,Plzeň-jih
205,2011,Předenice,Plzeň-jih
613,1869,Předhradí,Chrudim
636,1880,Předhradí,Chrudim
636,1890,Předhradí,Chrudim
727,1900,Předhradí,Chrudim
687,1910,Předhradí,Chrudim
600,1921,Předhradí,Chrudim
557,1930,Předhradí,Chrudim
450,1950,Předhradí,Chrudim
564,1961,Předhradí,Chrudim
506,1970,Předhradí,Chrudim
527,1980,Předhradí,Chrudim
495,1991,Předhradí,Chrudim
449,2001,Předhradí,Chrudim
432,2011,Předhradí,Chrudim
1208,1869,Předklášteří,Brno-venkov
1226,1880,Předklášteří,Brno-venkov
1030,1890,Předklášteří,Brno-venkov
962,1900,Předklášteří,Brno-venkov
1078,1910,Předklášteří,Brno-venkov
1166,1921,Předklášteří,Brno-venkov
1299,1930,Předklášteří,Brno-venkov
1274,1950,Předklášteří,Brno-venkov
1276,1961,Předklášteří,Brno-venkov
1293,1970,Předklášteří,Brno-venkov
1411,1980,Předklášteří,Brno-venkov
1285,1991,Předklášteří,Brno-venkov
1344,2001,Předklášteří,Brno-venkov
1451,2011,Předklášteří,Brno-venkov
758,1869,Předmíř,Strakonice
773,1880,Předmíř,Strakonice
728,1890,Předmíř,Strakonice
713,1900,Předmíř,Strakonice
709,1910,Předmíř,Strakonice
689,1921,Předmíř,Strakonice
609,1930,Předmíř,Strakonice
446,1950,Předmíř,Strakonice
462,1961,Předmíř,Strakonice
384,1970,Předmíř,Strakonice
338,1980,Předmíř,Strakonice
353,1991,Předmíř,Strakonice
309,2001,Předmíř,Strakonice
336,2011,Předmíř,Strakonice
712,1869,Předměřice nad Jizerou,Mladá Boleslav
786,1880,Předměřice nad Jizerou,Mladá Boleslav
776,1890,Předměřice nad Jizerou,Mladá Boleslav
846,1900,Předměřice nad Jizerou,Mladá Boleslav
952,1910,Předměřice nad Jizerou,Mladá Boleslav
895,1921,Předměřice nad Jizerou,Mladá Boleslav
861,1930,Předměřice nad Jizerou,Mladá Boleslav
666,1950,Předměřice nad Jizerou,Mladá Boleslav
727,1961,Předměřice nad Jizerou,Mladá Boleslav
706,1970,Předměřice nad Jizerou,Mladá Boleslav
646,1980,Předměřice nad Jizerou,Mladá Boleslav
628,1991,Předměřice nad Jizerou,Mladá Boleslav
597,2001,Předměřice nad Jizerou,Mladá Boleslav
706,2011,Předměřice nad Jizerou,Mladá Boleslav
859,1869,Předměřice nad Labem,Hradec Králové
934,1880,Předměřice nad Labem,Hradec Králové
930,1890,Předměřice nad Labem,Hradec Králové
1104,1900,Předměřice nad Labem,Hradec Králové
1351,1910,Předměřice nad Labem,Hradec Králové
1455,1921,Předměřice nad Labem,Hradec Králové
1636,1930,Předměřice nad Labem,Hradec Králové
1397,1950,Předměřice nad Labem,Hradec Králové
1404,1961,Předměřice nad Labem,Hradec Králové
1494,1970,Předměřice nad Labem,Hradec Králové
1564,1980,Předměřice nad Labem,Hradec Králové
1504,1991,Předměřice nad Labem,Hradec Králové
1599,2001,Předměřice nad Labem,Hradec Králové
1875,2011,Předměřice nad Labem,Hradec Králové
3673,1869,Přední Výtoň,Český Krumlov
3711,1880,Přední Výtoň,Český Krumlov
3404,1890,Přední Výtoň,Český Krumlov
3352,1900,Přední Výtoň,Český Krumlov
3376,1910,Přední Výtoň,Český Krumlov
3120,1921,Přední Výtoň,Český Krumlov
3253,1930,Přední Výtoň,Český Krumlov
417,1950,Přední Výtoň,Český Krumlov
239,1961,Přední Výtoň,Český Krumlov
336,1970,Přední Výtoň,Český Krumlov
285,1980,Přední Výtoň,Český Krumlov
287,1991,Přední Výtoň,Český Krumlov
266,2001,Přední Výtoň,Český Krumlov
215,2011,Přední Výtoň,Český Krumlov
161,1869,Přední Zborovice,Strakonice
165,1880,Přední Zborovice,Strakonice
152,1890,Přední Zborovice,Strakonice
161,1900,Přední Zborovice,Strakonice
155,1910,Přední Zborovice,Strakonice
162,1921,Přední Zborovice,Strakonice
169,1930,Přední Zborovice,Strakonice
156,1950,Přední Zborovice,Strakonice
168,1961,Přední Zborovice,Strakonice
133,1970,Přední Zborovice,Strakonice
115,1980,Přední Zborovice,Strakonice
88,1991,Přední Zborovice,Strakonice
65,2001,Přední Zborovice,Strakonice
90,2011,Přední Zborovice,Strakonice
1556,1869,Předotice,Písek
1539,1880,Předotice,Písek
1475,1890,Předotice,Písek
1394,1900,Předotice,Písek
1338,1910,Předotice,Písek
1332,1921,Předotice,Písek
1194,1930,Předotice,Písek
903,1950,Předotice,Písek
844,1961,Předotice,Písek
725,1970,Předotice,Písek
610,1980,Předotice,Písek
488,1991,Předotice,Písek
426,2001,Předotice,Písek
501,2011,Předotice,Písek
1831,1869,Předslav,Klatovy
2000,1880,Předslav,Klatovy
1918,1890,Předslav,Klatovy
1811,1900,Předslav,Klatovy
1735,1910,Předslav,Klatovy
1783,1921,Předslav,Klatovy
1511,1930,Předslav,Klatovy
1134,1950,Předslav,Klatovy
1179,1961,Předslav,Klatovy
990,1970,Předslav,Klatovy
900,1980,Předslav,Klatovy
763,1991,Předslav,Klatovy
698,2001,Předslav,Klatovy
725,2011,Předslav,Klatovy
759,1869,Předslavice,Strakonice
809,1880,Předslavice,Strakonice
760,1890,Předslavice,Strakonice
781,1900,Předslavice,Strakonice
729,1910,Předslavice,Strakonice
744,1921,Předslavice,Strakonice
742,1930,Předslavice,Strakonice
499,1950,Předslavice,Strakonice
490,1961,Předslavice,Strakonice
430,1970,Předslavice,Strakonice
356,1980,Předslavice,Strakonice
265,1991,Předslavice,Strakonice
239,2001,Předslavice,Strakonice
269,2011,Předslavice,Strakonice
841,1869,Předín,Třebíč
921,1880,Předín,Třebíč
893,1890,Předín,Třebíč
884,1900,Předín,Třebíč
957,1910,Předín,Třebíč
1035,1921,Předín,Třebíč
994,1930,Předín,Třebíč
929,1950,Předín,Třebíč
939,1961,Předín,Třebíč
858,1970,Předín,Třebíč
798,1980,Předín,Třebíč
684,1991,Předín,Třebíč
679,2001,Předín,Třebíč
692,2011,Předín,Třebíč
755,1869,Přehořov,Tábor
775,1880,Přehořov,Tábor
695,1890,Přehořov,Tábor
703,1900,Přehořov,Tábor
655,1910,Přehořov,Tábor
637,1921,Přehořov,Tábor
617,1930,Přehořov,Tábor
459,1950,Přehořov,Tábor
443,1961,Přehořov,Tábor
418,1970,Přehořov,Tábor
353,1980,Přehořov,Tábor
287,1991,Přehořov,Tábor
313,2001,Přehořov,Tábor
334,2011,Přehořov,Tábor
275,1869,Přehvozdí,Kolín
241,1880,Přehvozdí,Kolín
273,1890,Přehvozdí,Kolín
277,1900,Přehvozdí,Kolín
271,1910,Přehvozdí,Kolín
234,1921,Přehvozdí,Kolín
252,1930,Přehvozdí,Kolín
172,1950,Přehvozdí,Kolín
160,1961,Přehvozdí,Kolín
258,1970,Přehvozdí,Kolín
212,1980,Přehvozdí,Kolín
159,1991,Přehvozdí,Kolín
173,2001,Přehvozdí,Kolín
249,2011,Přehvozdí,Kolín
949,1869,Přehýšov,Plzeň-sever
1178,1880,Přehýšov,Plzeň-sever
1330,1890,Přehýšov,Plzeň-sever
1290,1900,Přehýšov,Plzeň-sever
1300,1910,Přehýšov,Plzeň-sever
1369,1921,Přehýšov,Plzeň-sever
1334,1930,Přehýšov,Plzeň-sever
844,1950,Přehýšov,Plzeň-sever
688,1961,Přehýšov,Plzeň-sever
590,1970,Přehýšov,Plzeň-sever
495,1980,Přehýšov,Plzeň-sever
397,1991,Přehýšov,Plzeň-sever
557,2001,Přehýšov,Plzeň-sever
431,2011,Přehýšov,Plzeň-sever
4161,1869,Přelouč,Pardubice
5093,1880,Přelouč,Pardubice
5359,1890,Přelouč,Pardubice
5092,1900,Přelouč,Pardubice
5496,1910,Přelouč,Pardubice
5154,1921,Přelouč,Pardubice
5655,1930,Přelouč,Pardubice
5644,1950,Přelouč,Pardubice
6673,1961,Přelouč,Pardubice
7452,1970,Přelouč,Pardubice
8865,1980,Přelouč,Pardubice
9587,1991,Přelouč,Pardubice
9144,2001,Přelouč,Pardubice
9108,2011,Přelouč,Pardubice
324,1869,Přelovice,Pardubice
370,1880,Přelovice,Pardubice
394,1890,Přelovice,Pardubice
353,1900,Přelovice,Pardubice
401,1910,Přelovice,Pardubice
357,1921,Přelovice,Pardubice
338,1930,Přelovice,Pardubice
302,1950,Přelovice,Pardubice
311,1961,Přelovice,Pardubice
258,1970,Přelovice,Pardubice
223,1980,Přelovice,Pardubice
195,1991,Přelovice,Pardubice
190,2001,Přelovice,Pardubice
198,2011,Přelovice,Pardubice
368,1869,Přelíc,Kladno
408,1880,Přelíc,Kladno
510,1890,Přelíc,Kladno
545,1900,Přelíc,Kladno
631,1910,Přelíc,Kladno
635,1921,Přelíc,Kladno
590,1930,Přelíc,Kladno
475,1950,Přelíc,Kladno
418,1961,Přelíc,Kladno
382,1970,Přelíc,Kladno
347,1980,Přelíc,Kladno
263,1991,Přelíc,Kladno
328,2001,Přelíc,Kladno
372,2011,Přelíc,Kladno
1624,1869,Přemyslovice,Prostějov
1673,1880,Přemyslovice,Prostějov
1673,1890,Přemyslovice,Prostějov
1604,1900,Přemyslovice,Prostějov
1720,1910,Přemyslovice,Prostějov
1644,1921,Přemyslovice,Prostějov
1660,1930,Přemyslovice,Prostějov
1565,1950,Přemyslovice,Prostějov
1560,1961,Přemyslovice,Prostějov
1519,1970,Přemyslovice,Prostějov
1415,1980,Přemyslovice,Prostějov
1318,1991,Přemyslovice,Prostějov
1270,2001,Přemyslovice,Prostějov
1303,2011,Přemyslovice,Prostějov
365,1869,Přepeře,Mladá Boleslav
385,1880,Přepeře,Mladá Boleslav
383,1890,Přepeře,Mladá Boleslav
354,1900,Přepeře,Mladá Boleslav
358,1910,Přepeře,Mladá Boleslav
334,1921,Přepeře,Mladá Boleslav
289,1930,Přepeře,Mladá Boleslav
197,1950,Přepeře,Mladá Boleslav
199,1961,Přepeře,Mladá Boleslav
191,1970,Přepeře,Mladá Boleslav
176,1980,Přepeře,Mladá Boleslav
145,1991,Přepeře,Mladá Boleslav
116,2001,Přepeře,Mladá Boleslav
139,2011,Přepeře,Mladá Boleslav
386,1869,Přepeře,Semily
508,1880,Přepeře,Semily
572,1890,Přepeře,Semily
590,1900,Přepeře,Semily
775,1910,Přepeře,Semily
728,1921,Přepeře,Semily
1111,1930,Přepeře,Semily
786,1950,Přepeře,Semily
807,1961,Přepeře,Semily
774,1970,Přepeře,Semily
754,1980,Přepeře,Semily
784,1991,Přepeře,Semily
857,2001,Přepeře,Semily
907,2011,Přepeře,Semily
191,1869,Přepychy,Pardubice
232,1880,Přepychy,Pardubice
190,1890,Přepychy,Pardubice
195,1900,Přepychy,Pardubice
215,1910,Přepychy,Pardubice
224,1921,Přepychy,Pardubice
221,1930,Přepychy,Pardubice
161,1950,Přepychy,Pardubice
150,1961,Přepychy,Pardubice
134,1970,Přepychy,Pardubice
104,1980,Přepychy,Pardubice
91,1991,Přepychy,Pardubice
78,2001,Přepychy,Pardubice
91,2011,Přepychy,Pardubice
907,1869,Přepychy,Rychnov nad Kněžnou
1058,1880,Přepychy,Rychnov nad Kněžnou
1013,1890,Přepychy,Rychnov nad Kněžnou
910,1900,Přepychy,Rychnov nad Kněžnou
877,1910,Přepychy,Rychnov nad Kněžnou
896,1921,Přepychy,Rychnov nad Kněžnou
815,1930,Přepychy,Rychnov nad Kněžnou
677,1950,Přepychy,Rychnov nad Kněžnou
657,1961,Přepychy,Rychnov nad Kněžnou
617,1970,Přepychy,Rychnov nad Kněžnou
569,1980,Přepychy,Rychnov nad Kněžnou
631,1991,Přepychy,Rychnov nad Kněžnou
594,2001,Přepychy,Rychnov nad Kněžnou
580,2011,Přepychy,Rychnov nad Kněžnou
11341,1869,Přerov,Přerov
15464,1880,Přerov,Přerov
17749,1890,Přerov,Přerov
22007,1900,Přerov,Přerov
26966,1910,Přerov,Přerov
28442,1921,Přerov,Přerov
30270,1930,Přerov,Přerov
29054,1950,Přerov,Přerov
36101,1961,Přerov,Přerov
44324,1970,Přerov,Přerov
50593,1980,Přerov,Přerov
51300,1991,Přerov,Přerov
48335,2001,Přerov,Přerov
45438,2011,Přerov,Přerov
946,1869,Přerov nad Labem,Nymburk
969,1880,Přerov nad Labem,Nymburk
1018,1890,Přerov nad Labem,Nymburk
969,1900,Přerov nad Labem,Nymburk
1070,1910,Přerov nad Labem,Nymburk
1063,1921,Přerov nad Labem,Nymburk
1172,1930,Přerov nad Labem,Nymburk
1100,1950,Přerov nad Labem,Nymburk
1100,1961,Přerov nad Labem,Nymburk
1044,1970,Přerov nad Labem,Nymburk
1044,1980,Přerov nad Labem,Nymburk
1028,1991,Přerov nad Labem,Nymburk
1038,2001,Přerov nad Labem,Nymburk
1148,2011,Přerov nad Labem,Nymburk
153,1869,Přerubenice,Rakovník
170,1880,Přerubenice,Rakovník
181,1890,Přerubenice,Rakovník
175,1900,Přerubenice,Rakovník
174,1910,Přerubenice,Rakovník
171,1921,Přerubenice,Rakovník
190,1930,Přerubenice,Rakovník
130,1950,Přerubenice,Rakovník
127,1961,Přerubenice,Rakovník
101,1970,Přerubenice,Rakovník
63,1980,Přerubenice,Rakovník
44,1991,Přerubenice,Rakovník
68,2001,Přerubenice,Rakovník
70,2011,Přerubenice,Rakovník
196,1869,Přeskače,Znojmo
213,1880,Přeskače,Znojmo
192,1890,Přeskače,Znojmo
206,1900,Přeskače,Znojmo
239,1910,Přeskače,Znojmo
216,1921,Přeskače,Znojmo
220,1930,Přeskače,Znojmo
170,1950,Přeskače,Znojmo
181,1961,Přeskače,Znojmo
157,1970,Přeskače,Znojmo
125,1980,Přeskače,Znojmo
112,1991,Přeskače,Znojmo
101,2001,Přeskače,Znojmo
108,2011,Přeskače,Znojmo
235,1869,Přestanov,Ústí nad Labem
327,1880,Přestanov,Ústí nad Labem
317,1890,Přestanov,Ústí nad Labem
320,1900,Přestanov,Ústí nad Labem
359,1910,Přestanov,Ústí nad Labem
312,1921,Přestanov,Ústí nad Labem
608,1930,Přestanov,Ústí nad Labem
398,1950,Přestanov,Ústí nad Labem
390,1961,Přestanov,Ústí nad Labem
342,1970,Přestanov,Ústí nad Labem
309,1980,Přestanov,Ústí nad Labem
219,1991,Přestanov,Ústí nad Labem
290,2001,Přestanov,Ústí nad Labem
400,2011,Přestanov,Ústí nad Labem
503,1869,Přestavlky,Chrudim
502,1880,Přestavlky,Chrudim
462,1890,Přestavlky,Chrudim
441,1900,Přestavlky,Chrudim
459,1910,Přestavlky,Chrudim
467,1921,Přestavlky,Chrudim
421,1930,Přestavlky,Chrudim
340,1950,Přestavlky,Chrudim
432,1961,Přestavlky,Chrudim
271,1970,Přestavlky,Chrudim
212,1980,Přestavlky,Chrudim
181,1991,Přestavlky,Chrudim
198,2001,Přestavlky,Chrudim
225,2011,Přestavlky,Chrudim
264,1869,Přestavlky,Litoměřice
279,1880,Přestavlky,Litoměřice
278,1890,Přestavlky,Litoměřice
307,1900,Přestavlky,Litoměřice
363,1910,Přestavlky,Litoměřice
353,1921,Přestavlky,Litoměřice
360,1930,Přestavlky,Litoměřice
269,1950,Přestavlky,Litoměřice
279,1961,Přestavlky,Litoměřice
327,1970,Přestavlky,Litoměřice
284,1980,Přestavlky,Litoměřice
215,1991,Přestavlky,Litoměřice
218,2001,Přestavlky,Litoměřice
255,2011,Přestavlky,Litoměřice
366,1869,Přestavlky,Plzeň-jih
385,1880,Přestavlky,Plzeň-jih
446,1890,Přestavlky,Plzeň-jih
447,1900,Přestavlky,Plzeň-jih
465,1910,Přestavlky,Plzeň-jih
469,1921,Přestavlky,Plzeň-jih
442,1930,Přestavlky,Plzeň-jih
381,1950,Přestavlky,Plzeň-jih
378,1961,Přestavlky,Plzeň-jih
327,1970,Přestavlky,Plzeň-jih
243,1980,Přestavlky,Plzeň-jih
207,1991,Přestavlky,Plzeň-jih
203,2001,Přestavlky,Plzeň-jih
222,2011,Přestavlky,Plzeň-jih
415,1869,Přestavlky,Přerov
512,1880,Přestavlky,Přerov
497,1890,Přestavlky,Přerov
498,1900,Přestavlky,Přerov
530,1910,Přestavlky,Přerov
538,1921,Přestavlky,Přerov
545,1930,Přestavlky,Přerov
414,1950,Přestavlky,Přerov
395,1961,Přestavlky,Přerov
329,1970,Přestavlky,Přerov
301,1980,Přestavlky,Přerov
263,1991,Přestavlky,Přerov
255,2001,Přestavlky,Přerov
265,2011,Přestavlky,Přerov
500,1869,Přestavlky u Čerčan,Benešov
508,1880,Přestavlky u Čerčan,Benešov
506,1890,Přestavlky u Čerčan,Benešov
491,1900,Přestavlky u Čerčan,Benešov
455,1910,Přestavlky u Čerčan,Benešov
410,1921,Přestavlky u Čerčan,Benešov
397,1930,Přestavlky u Čerčan,Benešov
353,1950,Přestavlky u Čerčan,Benešov
332,1961,Přestavlky u Čerčan,Benešov
307,1970,Přestavlky u Čerčan,Benešov
262,1980,Přestavlky u Čerčan,Benešov
251,1991,Přestavlky u Čerčan,Benešov
255,2001,Přestavlky u Čerčan,Benešov
335,2011,Přestavlky u Čerčan,Benešov
364,1869,Převýšov,Hradec Králové
452,1880,Převýšov,Hradec Králové
427,1890,Převýšov,Hradec Králové
411,1900,Převýšov,Hradec Králové
445,1910,Převýšov,Hradec Králové
435,1921,Převýšov,Hradec Králové
440,1930,Převýšov,Hradec Králové
368,1950,Převýšov,Hradec Králové
340,1961,Převýšov,Hradec Králové
331,1970,Převýšov,Hradec Králové
366,1980,Převýšov,Hradec Králové
344,1991,Převýšov,Hradec Králové
353,2001,Převýšov,Hradec Králové
339,2011,Převýšov,Hradec Králové
419,1869,Přezletice,Praha-východ
510,1880,Přezletice,Praha-východ
592,1890,Přezletice,Praha-východ
599,1900,Přezletice,Praha-východ
595,1910,Přezletice,Praha-východ
586,1921,Přezletice,Praha-východ
722,1930,Přezletice,Praha-východ
693,1950,Přezletice,Praha-východ
685,1961,Přezletice,Praha-východ
718,1970,Přezletice,Praha-východ
738,1980,Přezletice,Praha-východ
635,1991,Přezletice,Praha-východ
736,2001,Přezletice,Praha-východ
1090,2011,Přezletice,Praha-východ
295,1869,Přešovice,Třebíč
279,1880,Přešovice,Třebíč
269,1890,Přešovice,Třebíč
288,1900,Přešovice,Třebíč
247,1910,Přešovice,Třebíč
280,1921,Přešovice,Třebíč
321,1930,Přešovice,Třebíč
235,1950,Přešovice,Třebíč
238,1961,Přešovice,Třebíč
244,1970,Přešovice,Třebíč
216,1980,Přešovice,Třebíč
178,1991,Přešovice,Třebíč
147,2001,Přešovice,Třebíč
150,2011,Přešovice,Třebíč
