pocet,rok,obec,okres
267,2011,Prádlo,Plzeň-jih
379,1869,Práče,Znojmo
400,1880,Práče,Znojmo
432,1890,Práče,Znojmo
464,1900,Práče,Znojmo
445,1910,Práče,Znojmo
475,1921,Práče,Znojmo
527,1930,Práče,Znojmo
370,1950,Práče,Znojmo
389,1961,Práče,Znojmo
332,1970,Práče,Znojmo
401,1980,Práče,Znojmo
763,1991,Práče,Znojmo
803,2001,Práče,Znojmo
796,2011,Práče,Znojmo
3397,1869,Prášily,Klatovy
4460,1880,Prášily,Klatovy
5166,1890,Prášily,Klatovy
5492,1900,Prášily,Klatovy
3749,1910,Prášily,Klatovy
3365,1921,Prášily,Klatovy
2854,1930,Prášily,Klatovy
328,1950,Prášily,Klatovy
319,1961,Prášily,Klatovy
291,1970,Prášily,Klatovy
188,1980,Prášily,Klatovy
148,1991,Prášily,Klatovy
131,2001,Prášily,Klatovy
170,2011,Prášily,Klatovy
493,1869,Prštice,Brno-venkov
503,1880,Prštice,Brno-venkov
536,1890,Prštice,Brno-venkov
582,1900,Prštice,Brno-venkov
627,1910,Prštice,Brno-venkov
754,1921,Prštice,Brno-venkov
921,1930,Prštice,Brno-venkov
995,1950,Prštice,Brno-venkov
1068,1961,Prštice,Brno-venkov
985,1970,Prštice,Brno-venkov
909,1980,Prštice,Brno-venkov
901,1991,Prštice,Brno-venkov
892,2001,Prštice,Brno-venkov
932,2011,Prštice,Brno-venkov
722,1869,Průhonice,Praha-západ
796,1880,Průhonice,Praha-západ
872,1890,Průhonice,Praha-západ
939,1900,Průhonice,Praha-západ
895,1910,Průhonice,Praha-západ
909,1921,Průhonice,Praha-západ
984,1930,Průhonice,Praha-západ
1041,1950,Průhonice,Praha-západ
1096,1961,Průhonice,Praha-západ
1263,1970,Průhonice,Praha-západ
1586,1980,Průhonice,Praha-západ
1589,1991,Průhonice,Praha-západ
1948,2001,Průhonice,Praha-západ
2680,2011,Průhonice,Praha-západ
357,1869,Pržno,Frýdek-Místek
386,1880,Pržno,Frýdek-Místek
380,1890,Pržno,Frýdek-Místek
439,1900,Pržno,Frýdek-Místek
504,1910,Pržno,Frýdek-Místek
536,1921,Pržno,Frýdek-Místek
649,1930,Pržno,Frýdek-Místek
643,1950,Pržno,Frýdek-Místek
712,1961,Pržno,Frýdek-Místek
648,1970,Pržno,Frýdek-Místek
651,1980,Pržno,Frýdek-Místek
661,1991,Pržno,Frýdek-Místek
750,2001,Pržno,Frýdek-Místek
1015,2011,Pržno,Frýdek-Místek
792,1869,Pržno,Vsetín
810,1880,Pržno,Vsetín
853,1890,Pržno,Vsetín
859,1900,Pržno,Vsetín
881,1910,Pržno,Vsetín
864,1921,Pržno,Vsetín
896,1930,Pržno,Vsetín
843,1950,Pržno,Vsetín
872,1961,Pržno,Vsetín
775,1970,Pržno,Vsetín
698,1980,Pržno,Vsetín
637,1991,Pržno,Vsetín
656,2001,Pržno,Vsetín
660,2011,Pržno,Vsetín
647,1869,Pstruží,Frýdek-Místek
685,1880,Pstruží,Frýdek-Místek
679,1890,Pstruží,Frýdek-Místek
708,1900,Pstruží,Frýdek-Místek
810,1910,Pstruží,Frýdek-Místek
734,1921,Pstruží,Frýdek-Místek
789,1930,Pstruží,Frýdek-Místek
688,1950,Pstruží,Frýdek-Místek
788,1961,Pstruží,Frýdek-Místek
722,1970,Pstruží,Frýdek-Místek
698,1980,Pstruží,Frýdek-Místek
644,1991,Pstruží,Frýdek-Místek
705,2001,Pstruží,Frýdek-Místek
880,2011,Pstruží,Frýdek-Místek
522,1869,Psárov,Tábor
501,1880,Psárov,Tábor
481,1890,Psárov,Tábor
514,1900,Psárov,Tábor
467,1910,Psárov,Tábor
432,1921,Psárov,Tábor
391,1930,Psárov,Tábor
293,1950,Psárov,Tábor
277,1961,Psárov,Tábor
262,1970,Psárov,Tábor
232,1980,Psárov,Tábor
189,1991,Psárov,Tábor
163,2001,Psárov,Tábor
123,2011,Psárov,Tábor
812,1869,Psáry,Praha-západ
921,1880,Psáry,Praha-západ
1036,1890,Psáry,Praha-západ
1069,1900,Psáry,Praha-západ
1089,1910,Psáry,Praha-západ
1075,1921,Psáry,Praha-západ
1125,1930,Psáry,Praha-západ
979,1950,Psáry,Praha-západ
992,1961,Psáry,Praha-západ
1001,1970,Psáry,Praha-západ
1341,1980,Psáry,Praha-západ
1309,1991,Psáry,Praha-západ
1814,2001,Psáry,Praha-západ
3372,2011,Psáry,Praha-západ
431,1869,Psáře,Benešov
438,1880,Psáře,Benešov
421,1890,Psáře,Benešov
410,1900,Psáře,Benešov
380,1910,Psáře,Benešov
379,1921,Psáře,Benešov
336,1930,Psáře,Benešov
256,1950,Psáře,Benešov
240,1961,Psáře,Benešov
203,1970,Psáře,Benešov
165,1980,Psáře,Benešov
137,1991,Psáře,Benešov
121,2001,Psáře,Benešov
129,2011,Psáře,Benešov
1157,1869,Ptení,Prostějov
1268,1880,Ptení,Prostějov
1321,1890,Ptení,Prostějov
1329,1900,Ptení,Prostějov
1345,1910,Ptení,Prostějov
1277,1921,Ptení,Prostějov
1327,1930,Ptení,Prostějov
1247,1950,Ptení,Prostějov
1307,1961,Ptení,Prostějov
1213,1970,Ptení,Prostějov
1179,1980,Ptení,Prostějov
1124,1991,Ptení,Prostějov
1114,2001,Ptení,Prostějov
1097,2011,Ptení,Prostějov
662,1869,Ptenín,Plzeň-jih
654,1880,Ptenín,Plzeň-jih
660,1890,Ptenín,Plzeň-jih
674,1900,Ptenín,Plzeň-jih
737,1910,Ptenín,Plzeň-jih
755,1921,Ptenín,Plzeň-jih
663,1930,Ptenín,Plzeň-jih
414,1950,Ptenín,Plzeň-jih
398,1961,Ptenín,Plzeň-jih
336,1970,Ptenín,Plzeň-jih
282,1980,Ptenín,Plzeň-jih
234,1991,Ptenín,Plzeň-jih
219,2001,Ptenín,Plzeň-jih
206,2011,Ptenín,Plzeň-jih
460,1869,Ptice,Praha-západ
502,1880,Ptice,Praha-západ
538,1890,Ptice,Praha-západ
544,1900,Ptice,Praha-západ
592,1910,Ptice,Praha-západ
568,1921,Ptice,Praha-západ
494,1930,Ptice,Praha-západ
438,1950,Ptice,Praha-západ
446,1961,Ptice,Praha-západ
424,1970,Ptice,Praha-západ
379,1980,Ptice,Praha-západ
346,1991,Ptice,Praha-západ
397,2001,Ptice,Praha-západ
638,2011,Ptice,Praha-západ
405,1869,Ptýrov,Mladá Boleslav
382,1880,Ptýrov,Mladá Boleslav
341,1890,Ptýrov,Mladá Boleslav
351,1900,Ptýrov,Mladá Boleslav
354,1910,Ptýrov,Mladá Boleslav
368,1921,Ptýrov,Mladá Boleslav
349,1930,Ptýrov,Mladá Boleslav
255,1950,Ptýrov,Mladá Boleslav
259,1961,Ptýrov,Mladá Boleslav
220,1970,Ptýrov,Mladá Boleslav
200,1980,Ptýrov,Mladá Boleslav
161,1991,Ptýrov,Mladá Boleslav
152,2001,Ptýrov,Mladá Boleslav
216,2011,Ptýrov,Mladá Boleslav
313,1869,Puchlovice,Hradec Králové
295,1880,Puchlovice,Hradec Králové
283,1890,Puchlovice,Hradec Králové
241,1900,Puchlovice,Hradec Králové
270,1910,Puchlovice,Hradec Králové
252,1921,Puchlovice,Hradec Králové
244,1930,Puchlovice,Hradec Králové
188,1950,Puchlovice,Hradec Králové
192,1961,Puchlovice,Hradec Králové
172,1970,Puchlovice,Hradec Králové
156,1980,Puchlovice,Hradec Králové
124,1991,Puchlovice,Hradec Králové
130,2001,Puchlovice,Hradec Králové
125,2011,Puchlovice,Hradec Králové
628,1869,Puclice,Domažlice
668,1880,Puclice,Domažlice
661,1890,Puclice,Domažlice
709,1900,Puclice,Domažlice
800,1910,Puclice,Domažlice
729,1921,Puclice,Domažlice
714,1930,Puclice,Domažlice
450,1950,Puclice,Domažlice
476,1961,Puclice,Domažlice
431,1970,Puclice,Domažlice
416,1980,Puclice,Domažlice
355,1991,Puclice,Domažlice
302,2001,Puclice,Domažlice
342,2011,Puclice,Domažlice
302,1869,Pucov,Třebíč
317,1880,Pucov,Třebíč
321,1890,Pucov,Třebíč
304,1900,Pucov,Třebíč
293,1910,Pucov,Třebíč
289,1921,Pucov,Třebíč
297,1930,Pucov,Třebíč
242,1950,Pucov,Třebíč
226,1961,Pucov,Třebíč
214,1970,Pucov,Třebíč
164,1980,Pucov,Třebíč
160,1991,Pucov,Třebíč
133,2001,Pucov,Třebíč
129,2011,Pucov,Třebíč
1131,1869,Puklice,Jihlava
1063,1880,Puklice,Jihlava
1158,1890,Puklice,Jihlava
1167,1900,Puklice,Jihlava
1124,1910,Puklice,Jihlava
1021,1921,Puklice,Jihlava
1130,1930,Puklice,Jihlava
833,1950,Puklice,Jihlava
838,1961,Puklice,Jihlava
786,1970,Puklice,Jihlava
720,1980,Puklice,Jihlava
697,1991,Puklice,Jihlava
732,2001,Puklice,Jihlava
769,2011,Puklice,Jihlava
1083,1869,Pulečný,Jablonec nad Nisou
1017,1880,Pulečný,Jablonec nad Nisou
1065,1890,Pulečný,Jablonec nad Nisou
1066,1900,Pulečný,Jablonec nad Nisou
1086,1910,Pulečný,Jablonec nad Nisou
946,1921,Pulečný,Jablonec nad Nisou
1023,1930,Pulečný,Jablonec nad Nisou
421,1950,Pulečný,Jablonec nad Nisou
412,1961,Pulečný,Jablonec nad Nisou
376,1970,Pulečný,Jablonec nad Nisou
286,1980,Pulečný,Jablonec nad Nisou
216,1991,Pulečný,Jablonec nad Nisou
260,2001,Pulečný,Jablonec nad Nisou
350,2011,Pulečný,Jablonec nad Nisou
1487,1869,Pustiměř,Vyškov
1628,1880,Pustiměř,Vyškov
1608,1890,Pustiměř,Vyškov
1625,1900,Pustiměř,Vyškov
1804,1910,Pustiměř,Vyškov
1918,1921,Pustiměř,Vyškov
1782,1930,Pustiměř,Vyškov
1534,1950,Pustiměř,Vyškov
1602,1961,Pustiměř,Vyškov
1448,1970,Pustiměř,Vyškov
1460,1980,Pustiměř,Vyškov
1408,1991,Pustiměř,Vyškov
1528,2001,Pustiměř,Vyškov
1651,2011,Pustiměř,Vyškov
226,1869,Pustina,Ústí nad Orlicí
252,1880,Pustina,Ústí nad Orlicí
248,1890,Pustina,Ústí nad Orlicí
239,1900,Pustina,Ústí nad Orlicí
238,1910,Pustina,Ústí nad Orlicí
248,1921,Pustina,Ústí nad Orlicí
223,1930,Pustina,Ústí nad Orlicí
178,1950,Pustina,Ústí nad Orlicí
183,1961,Pustina,Ústí nad Orlicí
168,1970,Pustina,Ústí nad Orlicí
122,1980,Pustina,Ústí nad Orlicí
95,1991,Pustina,Ústí nad Orlicí
67,2001,Pustina,Ústí nad Orlicí
71,2011,Pustina,Ústí nad Orlicí
272,1869,Pustověty,Rakovník
294,1880,Pustověty,Rakovník
262,1890,Pustověty,Rakovník
271,1900,Pustověty,Rakovník
304,1910,Pustověty,Rakovník
276,1921,Pustověty,Rakovník
273,1930,Pustověty,Rakovník
221,1950,Pustověty,Rakovník
238,1961,Pustověty,Rakovník
246,1970,Pustověty,Rakovník
187,1980,Pustověty,Rakovník
158,1991,Pustověty,Rakovník
146,2001,Pustověty,Rakovník
161,2011,Pustověty,Rakovník
786,1869,Pustá Kamenice,Svitavy
789,1880,Pustá Kamenice,Svitavy
692,1890,Pustá Kamenice,Svitavy
762,1900,Pustá Kamenice,Svitavy
732,1910,Pustá Kamenice,Svitavy
774,1921,Pustá Kamenice,Svitavy
993,1930,Pustá Kamenice,Svitavy
461,1950,Pustá Kamenice,Svitavy
505,1961,Pustá Kamenice,Svitavy
448,1970,Pustá Kamenice,Svitavy
392,1980,Pustá Kamenice,Svitavy
333,1991,Pustá Kamenice,Svitavy
347,2001,Pustá Kamenice,Svitavy
329,2011,Pustá Kamenice,Svitavy
955,1869,Pustá Polom,Opava
979,1880,Pustá Polom,Opava
938,1890,Pustá Polom,Opava
923,1900,Pustá Polom,Opava
1041,1910,Pustá Polom,Opava
1010,1921,Pustá Polom,Opava
1088,1930,Pustá Polom,Opava
1142,1950,Pustá Polom,Opava
1370,1961,Pustá Polom,Opava
1306,1970,Pustá Polom,Opava
1309,1980,Pustá Polom,Opava
1304,1991,Pustá Polom,Opava
1369,2001,Pustá Polom,Opava
1453,2011,Pustá Polom,Opava
1095,1869,Pustá Rybná,Svitavy
1002,1880,Pustá Rybná,Svitavy
914,1890,Pustá Rybná,Svitavy
897,1900,Pustá Rybná,Svitavy
824,1910,Pustá Rybná,Svitavy
751,1921,Pustá Rybná,Svitavy
773,1930,Pustá Rybná,Svitavy
407,1950,Pustá Rybná,Svitavy
361,1961,Pustá Rybná,Svitavy
287,1970,Pustá Rybná,Svitavy
233,1980,Pustá Rybná,Svitavy
197,1991,Pustá Rybná,Svitavy
156,2001,Pustá Rybná,Svitavy
174,2011,Pustá Rybná,Svitavy
1126,1869,Pustějov,Nový Jičín
1085,1880,Pustějov,Nový Jičín
1033,1890,Pustějov,Nový Jičín
1023,1900,Pustějov,Nový Jičín
1093,1910,Pustějov,Nový Jičín
993,1921,Pustějov,Nový Jičín
939,1930,Pustějov,Nový Jičín
798,1950,Pustějov,Nový Jičín
886,1961,Pustějov,Nový Jičín
923,1970,Pustějov,Nový Jičín
981,1980,Pustějov,Nový Jičín
970,1991,Pustějov,Nový Jičín
966,2001,Pustějov,Nový Jičín
985,2011,Pustějov,Nový Jičín
748,1869,Putim,Písek
831,1880,Putim,Písek
831,1890,Putim,Písek
853,1900,Putim,Písek
766,1910,Putim,Písek
781,1921,Putim,Písek
763,1930,Putim,Písek
650,1950,Putim,Písek
675,1961,Putim,Písek
592,1970,Putim,Písek
537,1980,Putim,Písek
442,1991,Putim,Písek
441,2001,Putim,Písek
506,2011,Putim,Písek
264,1869,Putimov,Pelhřimov
257,1880,Putimov,Pelhřimov
291,1890,Putimov,Pelhřimov
249,1900,Putimov,Pelhřimov
270,1910,Putimov,Pelhřimov
281,1921,Putimov,Pelhřimov
287,1930,Putimov,Pelhřimov
209,1950,Putimov,Pelhřimov
167,1961,Putimov,Pelhřimov
150,1970,Putimov,Pelhřimov
166,1980,Putimov,Pelhřimov
195,1991,Putimov,Pelhřimov
226,2001,Putimov,Pelhřimov
265,2011,Putimov,Pelhřimov
572,1869,Pyšel,Třebíč
559,1880,Pyšel,Třebíč
571,1890,Pyšel,Třebíč
552,1900,Pyšel,Třebíč
518,1910,Pyšel,Třebíč
561,1921,Pyšel,Třebíč
593,1930,Pyšel,Třebíč
520,1950,Pyšel,Třebíč
539,1961,Pyšel,Třebíč
490,1970,Pyšel,Třebíč
487,1980,Pyšel,Třebíč
463,1991,Pyšel,Třebíč
458,2001,Pyšel,Třebíč
467,2011,Pyšel,Třebíč
1588,1869,Pyšely,Benešov
1300,1880,Pyšely,Benešov
1218,1890,Pyšely,Benešov
1138,1900,Pyšely,Benešov
1216,1910,Pyšely,Benešov
1261,1921,Pyšely,Benešov
1458,1930,Pyšely,Benešov
1351,1950,Pyšely,Benešov
1457,1961,Pyšely,Benešov
1275,1970,Pyšely,Benešov
1280,1980,Pyšely,Benešov
1116,1991,Pyšely,Benešov
1196,2001,Pyšely,Benešov
1659,2011,Pyšely,Benešov
393,1869,Páleč,Kladno
431,1880,Páleč,Kladno
432,1890,Páleč,Kladno
416,1900,Páleč,Kladno
477,1910,Páleč,Kladno
469,1921,Páleč,Kladno
433,1930,Páleč,Kladno
340,1950,Páleč,Kladno
301,1961,Páleč,Kladno
256,1970,Páleč,Kladno
221,1980,Páleč,Kladno
167,1991,Páleč,Kladno
164,2001,Páleč,Kladno
206,2011,Páleč,Kladno
303,1869,Pálovice,Třebíč
345,1880,Pálovice,Třebíč
316,1890,Pálovice,Třebíč
340,1900,Pálovice,Třebíč
307,1910,Pálovice,Třebíč
321,1921,Pálovice,Třebíč
312,1930,Pálovice,Třebíč
230,1950,Pálovice,Třebíč
244,1961,Pálovice,Třebíč
219,1970,Pálovice,Třebíč
190,1980,Pálovice,Třebíč
155,1991,Pálovice,Třebíč
166,2001,Pálovice,Třebíč
168,2011,Pálovice,Třebíč
406,1869,Pátek,Nymburk
460,1880,Pátek,Nymburk
494,1890,Pátek,Nymburk
518,1900,Pátek,Nymburk
605,1910,Pátek,Nymburk
630,1921,Pátek,Nymburk
618,1930,Pátek,Nymburk
573,1950,Pátek,Nymburk
519,1961,Pátek,Nymburk
481,1970,Pátek,Nymburk
443,1980,Pátek,Nymburk
482,1991,Pátek,Nymburk
507,2001,Pátek,Nymburk
592,2011,Pátek,Nymburk
2148,1869,Písařov,Šumperk
2196,1880,Písařov,Šumperk
2238,1890,Písařov,Šumperk
2027,1900,Písařov,Šumperk
1830,1910,Písařov,Šumperk
1620,1921,Písařov,Šumperk
1516,1930,Písařov,Šumperk
936,1950,Písařov,Šumperk
896,1961,Písařov,Šumperk
817,1970,Písařov,Šumperk
771,1980,Písařov,Šumperk
716,1991,Písařov,Šumperk
705,2001,Písařov,Šumperk
708,2011,Písařov,Šumperk
855,1869,Písek,Frýdek-Místek
884,1880,Písek,Frýdek-Místek
989,1890,Písek,Frýdek-Místek
1003,1900,Písek,Frýdek-Místek
1055,1910,Písek,Frýdek-Místek
1083,1921,Písek,Frýdek-Místek
1204,1930,Písek,Frýdek-Místek
1309,1950,Písek,Frýdek-Místek
1452,1961,Písek,Frýdek-Místek
1496,1970,Písek,Frýdek-Místek
1608,1980,Písek,Frýdek-Místek
1668,1991,Písek,Frýdek-Místek
1783,2001,Písek,Frýdek-Místek
1810,2011,Písek,Frýdek-Místek
385,1869,Písek,Hradec Králové
512,1880,Písek,Hradec Králové
498,1890,Písek,Hradec Králové
503,1900,Písek,Hradec Králové
495,1910,Písek,Hradec Králové
483,1921,Písek,Hradec Králové
427,1930,Písek,Hradec Králové
347,1950,Písek,Hradec Králové
361,1961,Písek,Hradec Králové
324,1970,Písek,Hradec Králové
307,1980,Písek,Hradec Králové
216,1991,Písek,Hradec Králové
187,2001,Písek,Hradec Králové
233,2011,Písek,Hradec Králové
10565,1869,Písek,Písek
12156,1880,Písek,Písek
12550,1890,Písek,Písek
15313,1900,Písek,Písek
17273,1910,Písek,Písek
18094,1921,Písek,Písek
18658,1930,Písek,Písek
20560,1950,Písek,Písek
21228,1961,Písek,Písek
23713,1970,Písek,Písek
28104,1980,Písek,Písek
29550,1991,Písek,Písek
29796,2001,Písek,Písek
29880,2011,Písek,Písek
367,1869,Písečná,Frýdek-Místek
383,1880,Písečná,Frýdek-Místek
446,1890,Písečná,Frýdek-Místek
453,1900,Písečná,Frýdek-Místek
523,1910,Písečná,Frýdek-Místek
490,1921,Písečná,Frýdek-Místek
593,1930,Písečná,Frýdek-Místek
608,1950,Písečná,Frýdek-Místek
820,1961,Písečná,Frýdek-Místek
741,1970,Písečná,Frýdek-Místek
806,1980,Písečná,Frýdek-Místek
991,1991,Písečná,Frýdek-Místek
804,2001,Písečná,Frýdek-Místek
901,2011,Písečná,Frýdek-Místek
1001,1869,Písečná,Jeseník
1090,1880,Písečná,Jeseník
1218,1890,Písečná,Jeseník
1359,1900,Písečná,Jeseník
1480,1910,Písečná,Jeseník
1418,1921,Písečná,Jeseník
1639,1930,Písečná,Jeseník
1068,1950,Písečná,Jeseník
1095,1961,Písečná,Jeseník
1006,1970,Písečná,Jeseník
1079,1980,Písečná,Jeseník
1069,1991,Písečná,Jeseník
1060,2001,Písečná,Jeseník
1015,2011,Písečná,Jeseník
662,1869,Písečná,Ústí nad Orlicí
680,1880,Písečná,Ústí nad Orlicí
657,1890,Písečná,Ústí nad Orlicí
676,1900,Písečná,Ústí nad Orlicí
565,1910,Písečná,Ústí nad Orlicí
522,1921,Písečná,Ústí nad Orlicí
538,1930,Písečná,Ústí nad Orlicí
395,1950,Písečná,Ústí nad Orlicí
415,1961,Písečná,Ústí nad Orlicí
374,1970,Písečná,Ústí nad Orlicí
318,1980,Písečná,Ústí nad Orlicí
363,1991,Písečná,Ústí nad Orlicí
438,2001,Písečná,Ústí nad Orlicí
530,2011,Písečná,Ústí nad Orlicí
1865,1869,Písečné,Jindřichův Hradec
1860,1880,Písečné,Jindřichův Hradec
1887,1890,Písečné,Jindřichův Hradec
1873,1900,Písečné,Jindřichův Hradec
1859,1910,Písečné,Jindřichův Hradec
1830,1921,Písečné,Jindřichův Hradec
1646,1930,Písečné,Jindřichův Hradec
1134,1950,Písečné,Jindřichův Hradec
1066,1961,Písečné,Jindřichův Hradec
892,1970,Písečné,Jindřichův Hradec
682,1980,Písečné,Jindřichův Hradec
592,1991,Písečné,Jindřichův Hradec
558,2001,Písečné,Jindřichův Hradec
555,2011,Písečné,Jindřichův Hradec
266,1869,Písečné,Žďár nad Sázavou
284,1880,Písečné,Žďár nad Sázavou
293,1890,Písečné,Žďár nad Sázavou
277,1900,Písečné,Žďár nad Sázavou
290,1910,Písečné,Žďár nad Sázavou
289,1921,Písečné,Žďár nad Sázavou
282,1930,Písečné,Žďár nad Sázavou
223,1950,Písečné,Žďár nad Sázavou
231,1961,Písečné,Žďár nad Sázavou
220,1970,Písečné,Žďár nad Sázavou
210,1980,Písečné,Žďár nad Sázavou
211,1991,Písečné,Žďár nad Sázavou
212,2001,Písečné,Žďár nad Sázavou
194,2011,Písečné,Žďár nad Sázavou
534,1869,Písková Lhota,Mladá Boleslav
597,1880,Písková Lhota,Mladá Boleslav
593,1890,Písková Lhota,Mladá Boleslav
691,1900,Písková Lhota,Mladá Boleslav
695,1910,Písková Lhota,Mladá Boleslav
637,1921,Písková Lhota,Mladá Boleslav
770,1930,Písková Lhota,Mladá Boleslav
660,1950,Písková Lhota,Mladá Boleslav
640,1961,Písková Lhota,Mladá Boleslav
609,1970,Písková Lhota,Mladá Boleslav
499,1980,Písková Lhota,Mladá Boleslav
492,1991,Písková Lhota,Mladá Boleslav
539,2001,Písková Lhota,Mladá Boleslav
695,2011,Písková Lhota,Mladá Boleslav
670,1869,Písková Lhota,Nymburk
673,1880,Písková Lhota,Nymburk
701,1890,Písková Lhota,Nymburk
660,1900,Písková Lhota,Nymburk
619,1910,Písková Lhota,Nymburk
620,1921,Písková Lhota,Nymburk
624,1930,Písková Lhota,Nymburk
531,1950,Písková Lhota,Nymburk
493,1961,Písková Lhota,Nymburk
457,1970,Písková Lhota,Nymburk
461,1980,Písková Lhota,Nymburk
406,1991,Písková Lhota,Nymburk
404,2001,Písková Lhota,Nymburk
428,2011,Písková Lhota,Nymburk
334,1869,Pístina,Jindřichův Hradec
374,1880,Pístina,Jindřichův Hradec
329,1890,Pístina,Jindřichův Hradec
351,1900,Pístina,Jindřichův Hradec
339,1910,Pístina,Jindřichův Hradec
326,1921,Pístina,Jindřichův Hradec
281,1930,Pístina,Jindřichův Hradec
196,1950,Pístina,Jindřichův Hradec
191,1961,Pístina,Jindřichův Hradec
181,1970,Pístina,Jindřichův Hradec
134,1980,Pístina,Jindřichův Hradec
91,1991,Pístina,Jindřichův Hradec
168,2001,Pístina,Jindřichův Hradec
195,2011,Pístina,Jindřichův Hradec
214,1869,Písty,Nymburk
231,1880,Písty,Nymburk
248,1890,Písty,Nymburk
250,1900,Písty,Nymburk
279,1910,Písty,Nymburk
315,1921,Písty,Nymburk
313,1930,Písty,Nymburk
402,1950,Písty,Nymburk
400,1961,Písty,Nymburk
337,1970,Písty,Nymburk
310,1980,Písty,Nymburk
307,1991,Písty,Nymburk
344,2001,Písty,Nymburk
396,2011,Písty,Nymburk
1270,1869,Píšť,Opava
1378,1880,Píšť,Opava
1503,1890,Píšť,Opava
1565,1900,Píšť,Opava
1629,1910,Píšť,Opava
1761,1921,Píšť,Opava
1689,1930,Píšť,Opava
1693,1950,Píšť,Opava
2029,1961,Píšť,Opava
2075,1970,Píšť,Opava
2097,1980,Píšť,Opava
2094,1991,Píšť,Opava
2097,2001,Píšť,Opava
2117,2011,Píšť,Opava
339,1869,Píšť,Pelhřimov
355,1880,Píšť,Pelhřimov
372,1890,Píšť,Pelhřimov
369,1900,Píšť,Pelhřimov
397,1910,Píšť,Pelhřimov
371,1921,Píšť,Pelhřimov
329,1930,Píšť,Pelhřimov
265,1950,Píšť,Pelhřimov
268,1961,Píšť,Pelhřimov
203,1970,Píšť,Pelhřimov
155,1980,Píšť,Pelhřimov
117,1991,Píšť,Pelhřimov
90,2001,Píšť,Pelhřimov
74,2011,Píšť,Pelhřimov
193,1869,Píšťany,Litoměřice
210,1880,Píšťany,Litoměřice
188,1890,Píšťany,Litoměřice
198,1900,Píšťany,Litoměřice
203,1910,Píšťany,Litoměřice
204,1921,Píšťany,Litoměřice
446,1930,Píšťany,Litoměřice
256,1950,Píšťany,Litoměřice
292,1961,Píšťany,Litoměřice
269,1970,Píšťany,Litoměřice
215,1980,Píšťany,Litoměřice
133,1991,Píšťany,Litoměřice
177,2001,Píšťany,Litoměřice
211,2011,Píšťany,Litoměřice
2524,1869,Pěnčín,Jablonec nad Nisou
2791,1880,Pěnčín,Jablonec nad Nisou
2969,1890,Pěnčín,Jablonec nad Nisou
2995,1900,Pěnčín,Jablonec nad Nisou
3196,1910,Pěnčín,Jablonec nad Nisou
3024,1921,Pěnčín,Jablonec nad Nisou
3645,1930,Pěnčín,Jablonec nad Nisou
2210,1950,Pěnčín,Jablonec nad Nisou
2361,1961,Pěnčín,Jablonec nad Nisou
2132,1970,Pěnčín,Jablonec nad Nisou
1911,1980,Pěnčín,Jablonec nad Nisou
1616,1991,Pěnčín,Jablonec nad Nisou
1679,2001,Pěnčín,Jablonec nad Nisou
1923,2011,Pěnčín,Jablonec nad Nisou
1037,1869,Pěnčín,Liberec
1076,1880,Pěnčín,Liberec
1093,1890,Pěnčín,Liberec
1085,1900,Pěnčín,Liberec
1010,1910,Pěnčín,Liberec
1053,1921,Pěnčín,Liberec
932,1930,Pěnčín,Liberec
736,1950,Pěnčín,Liberec
634,1961,Pěnčín,Liberec
562,1970,Pěnčín,Liberec
589,1980,Pěnčín,Liberec
593,1991,Pěnčín,Liberec
594,2001,Pěnčín,Liberec
662,2011,Pěnčín,Liberec
822,1869,Pěnčín,Prostějov
917,1880,Pěnčín,Prostějov
967,1890,Pěnčín,Prostějov
1007,1900,Pěnčín,Prostějov
937,1910,Pěnčín,Prostějov
963,1921,Pěnčín,Prostějov
941,1930,Pěnčín,Prostějov
857,1950,Pěnčín,Prostějov
846,1961,Pěnčín,Prostějov
782,1970,Pěnčín,Prostějov
751,1980,Pěnčín,Prostějov
728,1991,Pěnčín,Prostějov
723,2001,Pěnčín,Prostějov
757,2011,Pěnčín,Prostějov
348,1869,Pětihosty,Praha-východ
247,1880,Pětihosty,Praha-východ
273,1890,Pětihosty,Praha-východ
267,1900,Pětihosty,Praha-východ
248,1910,Pětihosty,Praha-východ
254,1921,Pětihosty,Praha-východ
247,1930,Pětihosty,Praha-východ
180,1950,Pětihosty,Praha-východ
150,1961,Pětihosty,Praha-východ
136,1970,Pětihosty,Praha-východ
133,1980,Pětihosty,Praha-východ
89,1991,Pětihosty,Praha-východ
98,2001,Pětihosty,Praha-východ
204,2011,Pětihosty,Praha-východ
166,1869,Pětikozly,Mladá Boleslav
201,1880,Pětikozly,Mladá Boleslav
255,1890,Pětikozly,Mladá Boleslav
246,1900,Pětikozly,Mladá Boleslav
247,1910,Pětikozly,Mladá Boleslav
245,1921,Pětikozly,Mladá Boleslav
216,1930,Pětikozly,Mladá Boleslav
165,1950,Pětikozly,Mladá Boleslav
179,1961,Pětikozly,Mladá Boleslav
144,1970,Pětikozly,Mladá Boleslav
94,1980,Pětikozly,Mladá Boleslav
74,1991,Pětikozly,Mladá Boleslav
75,2001,Pětikozly,Mladá Boleslav
61,2011,Pětikozly,Mladá Boleslav
821,1869,Pětipsy,Chomutov
972,1880,Pětipsy,Chomutov
861,1890,Pětipsy,Chomutov
827,1900,Pětipsy,Chomutov
759,1910,Pětipsy,Chomutov
